"dpto","code","mpio","year","periodo","crop","harvested","prod","yield","NA"
"TOLIMA",73408,"LERIDA","CAFE",2010,"2010",634,467,605,1.29550321199143
"TOLIMA",73585,"PURIFICACION","CAFE",2010,"2010",456,395,488,1.23544303797468
"TOLIMA",73449,"MELGAR","CAFE",2010,"2010",382,367,229.375,0.625
"TOLIMA",73622,"RONCESVALLES","CAFE",2010,"2010",304,200,210,1.05
"TOLIMA",73055,"ARMERO (GUAYABAL)","CAFE",2010,"2010",294,294,294,1
"TOLIMA",73678,"SAN LUIS","CAFE",2010,"2010",214,214,256.8,1.2
"TOLIMA",73483,"NATAGAIMA","CAFE",2010,"2010",120,104,83.2,0.8
"TOLIMA",73217,"COYAIMA","CAFE",2010,"2010",88,79,63,0.79746835443038
"TOLIMA",73461,"MURILLO","CAFE",2010,"2010",72,69,69,1
"TOLIMA",73770,"SUAREZ","CAFE",2010,"2010",43,35,40,1.14285714285714
"VALLE DEL CAUCA",76736,"SEVILLA","CAFE",2010,"2010",7873,7811.1,10154.43,1.3
"VALLE DEL CAUCA",76243,"EL AGUILA","CAFE",2010,"2010",6176,4570,6452,1.41181619256018
"VALLE DEL CAUCA",76041,"ANSERMANUEVO","CAFE",2010,"2010",5878.8,5365.7,3756,0.700001863689733
"VALLE DEL CAUCA",76122,"CAICEDONIA","CAFE",2010,"2010",5609,4853.7,6067.125,1.25
"VALLE DEL CAUCA",76828,"TRUJILLO","CAFE",2010,"2010",4980,4850,4198,0.865567010309278
"VALLE DEL CAUCA",76246,"EL CAIRO","CAFE",2010,"2010",4316,4258.1,5535.53,1.3
"VALLE DEL CAUCA",76834,"TULUA","CAFE",2010,"2010",3916,3916,5090.8,1.3
"VALLE DEL CAUCA",76616,"RIOFRIO","CAFE",2010,"2010",3893,3870,3297,0.851937984496124
"VALLE DEL CAUCA",76054,"ARGELIA","CAFE",2010,"2010",3269.4,2103.2,2103.2,1
"VALLE DEL CAUCA",76113,"BUGALAGRANDE","CAFE",2010,"2010",2238.7,2218.7,2218.7,1
"VALLE DEL CAUCA",76823,"TORO","CAFE",2010,"2010",1933.4,1872.5,1722.7,0.92
"VALLE DEL CAUCA",76100,"BOLIVAR","CAFE",2010,"2010",1899.8,1651.5,1420.29,0.86
"VALLE DEL CAUCA",76890,"YOTOCO","CAFE",2010,"2010",1748,1659,1422,0.857142857142857
"VALLE DEL CAUCA",76863,"VERSALLES","CAFE",2010,"2010",1677.7,1677.4,838.7,0.5
"VALLE DEL CAUCA",76497,"OBANDO","CAFE",2010,"2010",1600.2,1400.1,690,0.492821941289908
"VALLE DEL CAUCA",76364,"JAMUNDI","CAFE",2010,"2010",1598,1577,1341,0.850348763474952
"VALLE DEL CAUCA",76020,"ALCALA","CAFE",2010,"2010",1596,1567.1,1096.97,0.7
"VALLE DEL CAUCA",76233,"DAGUA","CAFE",2010,"2010",1557.7,1530.7,1224.56,0.8
"VALLE DEL CAUCA",76606,"RESTREPO","CAFE",2010,"2010",1237.2,1199.9,1295.892,1.08
"VALLE DEL CAUCA",76250,"EL DOVIO","CAFE",2010,"2010",998.6,783,861.3,1.1
"VALLE DEL CAUCA",76622,"ROLDANILLO","CAFE",2010,"2010",945.8,790.4,632.32,0.8
"VALLE DEL CAUCA",76845,"ULLOA","CAFE",2010,"2010",939.9,824.9,1031.22710169324,1.25012377463115
"VALLE DEL CAUCA",76306,"GINEBRA","CAFE",2010,"2010",918.3,880.2,580.932,0.66
"VALLE DEL CAUCA",76275,"FLORIDA","CAFE",2010,"2010",890.9,885.4,309.89,0.35
"VALLE DEL CAUCA",76377,"LA CUMBRE","CAFE",2010,"2010",872.6,748.2,748.2,1
"VALLE DEL CAUCA",76869,"VIJES","CAFE",2010,"2010",777,722,707,0.979224376731302
"VALLE DEL CAUCA",76403,"LA VICTORIA","CAFE",2010,"2010",765.6,746.1,900,1.20627261761158
"VALLE DEL CAUCA",76400,"LA UNION","CAFE",2010,"2010",758.2,733.8,587.04,0.8
"VALLE DEL CAUCA",76001,"CALI","CAFE",2010,"2010",660,423.5,211.75,0.5
"VALLE DEL CAUCA",76126,"CALIMA EL DARIEN","CAFE",2010,"2010",624.2,596.8,328.24,0.55
"VALLE DEL CAUCA",76111,"BUGA","CAFE",2010,"2010",588,493,592,1.20081135902637
"VALLE DEL CAUCA",76318,"GUACARI","CAFE",2010,"2010",583.2,548.9,494.01,0.9
"VALLE DEL CAUCA",76147,"CARTAGO","CAFE",2010,"2010",494.2,458.2,174.116,0.38
"VALLE DEL CAUCA",76670,"SAN PEDRO","CAFE",2010,"2010",422.8,417.8,334.24,0.8
"VALLE DEL CAUCA",76563,"PRADERA","CAFE",2010,"2010",397.5,370.4,211.128,0.57
"VALLE DEL CAUCA",76892,"YUMBO","CAFE",2010,"2010",349,349,209.4,0.6
"VALLE DEL CAUCA",76036,"ANDALUCIA","CAFE",2010,"2010",312.2,183.6,293.76,1.6
"VALLE DEL CAUCA",76520,"PALMIRA","CAFE",2010,"2010",279.2,275.2,275.2,1
"VALLE DEL CAUCA",76248,"EL CERRITO","CAFE",2010,"2010",156,150,90,0.6
"ANTIOQUIA",5101,"CIUDAD BOLIVAR","CAFE",2011,"2011",10528,7214,8656.8,1.2
"ANTIOQUIA",5034,"ANDES","CAFE",2011,"2011",9800,5490,7137,1.3
"ANTIOQUIA",5642,"SALGAR","CAFE",2011,"2011",6991.86,5818.6,6000,1.03117588423332
"ANTIOQUIA",5091,"BETANIA","CAFE",2011,"2011",6796,6396,7995,1.25
"ANTIOQUIA",5209,"CONCORDIA","CAFE",2011,"2011",6788,4459,7803.25,1.75
"ANTIOQUIA",5093,"BETULIA","CAFE",2011,"2011",5760,5172,10344,2
"ANTIOQUIA",5002,"ABEJORRAL","CAFE",2011,"2011",3959,3290,1500,0.455927051671733
"ANTIOQUIA",5756,"SONSON","CAFE",2011,"2011",3398,2698,2967.8,1.1
"ANTIOQUIA",5361,"ITUANGO","CAFE",2011,"2011",3177.84,2809.24,2700,0.961114037960445
"ANTIOQUIA",5483,"NARIÑO","CAFE",2011,"2011",2949,2868,3100,1.08089260808926
"ANTIOQUIA",5789,"TAMESIS","CAFE",2011,"2011",2833.29,2479.8,3223.74,1.3
"ANTIOQUIA",5138,"CAÑASGORDAS","CAFE",2011,"2011",2687,2000,1300,0.65
"ANTIOQUIA",5679,"SANTA BARBARA","CAFE",2011,"2011",2684.36,2005.1,3007.65,1.5
"ANTIOQUIA",5282,"FREDONIA","CAFE",2011,"2011",2312.5,2030.4,2061,1.01507092198582
"ANTIOQUIA",5055,"ARGELIA","CAFE",2011,"2011",2050,1600,900,0.5625
"ANTIOQUIA",5649,"SAN CARLOS","CAFE",2011,"2011",2047,1695,1500,0.884955752212389
"ANTIOQUIA",5234,"DABEIBA","CAFE",2011,"2011",2044,1884,1318.8,0.7
"ANTIOQUIA",5240,"EBEJICO","CAFE",2011,"2011",2000,1800,1150,0.638888888888889
"ANTIOQUIA",5368,"JERICO","CAFE",2011,"2011",1942,1644,2050,1.24695863746959
"ANTIOQUIA",5031,"AMALFI","CAFE",2011,"2011",1926,1453.5,1308.15,0.9
"ANTIOQUIA",5890,"YOLOMBO","CAFE",2011,"2011",1912,1805,1805,1
"ANTIOQUIA",5467,"MONTEBELLO","CAFE",2011,"2011",1910,1300,1400,1.07692307692308
"ANTIOQUIA",5364,"JARDIN","CAFE",2011,"2011",1856,790,1264,1.6
"ANTIOQUIA",5042,"SANTAFE DE ANTIOQUIA","CAFE",2011,"2011",1800,1600,1700,1.0625
"ANTIOQUIA",5628,"SABANALARGA","CAFE",2011,"2011",1788,490,500,1.02040816326531
"ANTIOQUIA",5576,"PUEBLO RICO","CAFE",2011,"2011",1620.22,1404.5,1456,1.03666785332859
"ANTIOQUIA",5411,"LIBORINA","CAFE",2011,"2011",1554,1350,1100,0.814814814814815
"ANTIOQUIA",5044,"ANZA","CAFE",2011,"2011",1539.5,903.6,406.62,0.45
"ANTIOQUIA",5145,"CARAMANTA","CAFE",2011,"2011",1500,1000,825,0.825
"ANTIOQUIA",5079,"BARBOSA","CAFE",2011,"2011",1464,1310,1620,1.23664122137405
"ANTIOQUIA",5690,"SANTO DOMINGO","CAFE",2011,"2011",1406.85,1232.8,1232.8,1
"ANTIOQUIA",5125,"CAICEDO","CAFE",2011,"2011",1391,1130,920,0.814159292035398
"ANTIOQUIA",5038,"ANGOSTURA","CAFE",2011,"2011",1355,1100,1380,1.25454545454545
"ANTIOQUIA",5543,"PEQUE","CAFE",2011,"2011",1304,1007,1147.98,1.14
"ANTIOQUIA",5667,"SAN RAFAEL","CAFE",2011,"2011",1273.5,891.5,468.0375,0.525
"ANTIOQUIA",5842,"URAMITA","CAFE",2011,"2011",1271,1000,700,0.7
"ANTIOQUIA",5847,"URRAO","CAFE",2011,"2011",1254.5,1014,1036,1.02169625246548
"ANTIOQUIA",5347,"HELICONIA","CAFE",2011,"2011",1244.8,1064.5,900,0.845467355565993
"ANTIOQUIA",5670,"SAN ROQUE","CAFE",2011,"2011",1152.9,774.9,746.2287,0.963
"ANTIOQUIA",5197,"COCORNA","CAFE",2011,"2011",1132,1022,613.2,0.6
"ANTIOQUIA",5001,"MEDELLIN","CAFE",2011,"2011",1081,1058,846.4,0.8
"ANTIOQUIA",5113,"BURITICA","CAFE",2011,"2011",1073,142,198.8,1.4
"ANTIOQUIA",5761,"SOPETRAN","CAFE",2011,"2011",1020,915,1281,1.4
"ANTIOQUIA",5792,"TARSO","CAFE",2011,"2011",1019.84,834.83,1001.796,1.2
"ANTIOQUIA",5284,"FRONTINO","CAFE",2011,"2011",990,822,617,0.750608272506083
"ANTIOQUIA",5819,"TOLEDO","CAFE",2011,"2011",981,877.6,800,0.911577028258888
"ANTIOQUIA",5647,"SAN ANDRES","CAFE",2011,"2011",965.7,755,664.4,0.88
"ANTIOQUIA",5313,"GRANADA","CAFE",2011,"2011",962,942,235.5,0.25
"ANTIOQUIA",5310,"GOMEZ PLATA","CAFE",2011,"2011",810,650,610,0.938461538461538
"ANTIOQUIA",5059,"ARMENIA","CAFE",2011,"2011",800,650,620,0.953846153846154
"ANTIOQUIA",5306,"GIRALDO","CAFE",2011,"2011",765.29,713.3,520,0.72900602831908
"ANTIOQUIA",5809,"TITIRIBI","CAFE",2011,"2011",717,464,417,0.898706896551724
"ANTIOQUIA",5021,"ALEJANDRIA","CAFE",2011,"2011",709,640,768,1.2
"ANTIOQUIA",5861,"VENECIA","CAFE",2011,"2011",702,553,840,1.51898734177215
"ANTIOQUIA",5686,"SANTA ROSA DE OSOS","CAFE",2011,"2011",700,250,300,1.2
"ANTIOQUIA",5353,"HISPANIA","CAFE",2011,"2011",672.7,375.5,363,0.966711051930759
"ANTIOQUIA",5107,"BRICEÑO","CAFE",2011,"2011",661.6,542,526,0.970479704797048
"ANTIOQUIA",5030,"AMAGA","CAFE",2011,"2011",655.8,635.3,952.95,1.5
"ANTIOQUIA",5036,"ANGELOPOLIS","CAFE",2011,"2011",635,615,307.5,0.5
"ANTIOQUIA",5656,"SAN JERONIMO","CAFE",2011,"2011",620,520,440,0.846153846153846
"ANTIOQUIA",5541,"PEÑOL","CAFE",2011,"2011",592.9,348.9,290,0.831183720263686
"ANTIOQUIA",5315,"GUADALUPE","CAFE",2011,"2011",540,415,420,1.01204819277108
"ANTIOQUIA",5858,"VEGACHI","CAFE",2011,"2011",520,509,356.3,0.7
"ANTIOQUIA",5856,"VALPARAISO","CAFE",2011,"2011",514,436,524,1.20183486238532
"ANTIOQUIA",5376,"LA CEJA","CAFE",2011,"2011",450,420,400,0.952380952380952
"ANTIOQUIA",5652,"SAN FRANCISCO","CAFE",2011,"2011",397,370,310,0.837837837837838
"ANTIOQUIA",5501,"OLAYA","CAFE",2011,"2011",370,293,275,0.938566552901024
"ANTIOQUIA",5660,"SAN LUIS","CAFE",2011,"2011",370,325,170,0.523076923076923
"ANTIOQUIA",5308,"GIRARDOTA","CAFE",2011,"2011",362.9,350.9,350.9,1
"ANTIOQUIA",5887,"YARUMAL","CAFE",2011,"2011",359.4,249.4,311.75,1.25
"ANTIOQUIA",5040,"ANORI","CAFE",2011,"2011",359,244,268.4,1.1
"ANTIOQUIA",5885,"YALI","CAFE",2011,"2011",331,263,131.5,0.5
"ANTIOQUIA",5148,"CARMEN DE VIBORAL","CAFE",2011,"2011",305,190,140,0.736842105263158
"ANTIOQUIA",5425,"MACEO","CAFE",2011,"2011",293,283,160,0.565371024734982
"ANTIOQUIA",5607,"RETIRO","CAFE",2011,"2011",274,189,220,1.16402116402116
"ANTIOQUIA",5134,"CAMPAMENTO","CAFE",2011,"2011",250.4,193.9,193.9,1
"ANTIOQUIA",5190,"CISNEROS","CAFE",2011,"2011",240,210,115,0.547619047619048
"ANTIOQUIA",5129,"CALDAS","CAFE",2011,"2011",236,198,237.6,1.2
"ANTIOQUIA",5088,"BELLO","CAFE",2011,"2011",211,208,187.2,0.9
"ANTIOQUIA",5237,"DON MATIAS","CAFE",2011,"2011",197,156,136.5,0.875
"ANTIOQUIA",5206,"CONCEPCION","CAFE",2011,"2011",148,107,133.75,1.25
"ANTIOQUIA",5004,"ABRIAQUI","CAFE",2011,"2011",147.7,114.5,96.18,0.84
"ANTIOQUIA",5631,"SABANETA","CAFE",2011,"2011",145,130,97.5,0.75
"ANTIOQUIA",5212,"COPACABANA","CAFE",2011,"2011",142,90,63,0.7
"ANTIOQUIA",5380,"LA ESTRELLA","CAFE",2011,"2011",70,70,60,0.857142857142857
"ANTIOQUIA",5142,"CARACOLI","CAFE",2011,"2011",55,15,10,0.666666666666667
"ANTIOQUIA",5321,"GUATAPE","CAFE",2011,"2011",50,45,29.7,0.66
"ANTIOQUIA",5854,"VALDIVIA","CAFE",2011,"2011",36,30,11.4,0.38
"ANTIOQUIA",5440,"MARINILLA","CAFE",2011,"2011",20,15,15,1
"ARAUCA",81794,"TAME","CAFE",2011,"2011",70,10,12,1.2
"BOLIVAR",13688,"SANTA ROSA DEL SUR","CAFE",2011,"2011",1030,850,510,0.6
"BOYACA",15469,"MONIQUIRA","CAFE",2011,"2011",2494,1645,1100,0.668693009118541
"BOYACA",15897,"ZETAQUIRA","CAFE",2011,"2011",983,827,520,0.628778718258767
"BOYACA",15455,"MIRAFLORES","CAFE",2011,"2011",824,742,568,0.765498652291105
"BOYACA",15664,"SAN JOSE DE PARE","CAFE",2011,"2011",740,570,456,0.8
"BOYACA",15816,"TOGUI","CAFE",2011,"2011",686,656,555,0.846036585365854
"BOYACA",15185,"CHITARAQUE","CAFE",2011,"2011",548,476,428.4,0.9
"BOYACA",15090,"BERBEO","CAFE",2011,"2011",531,430,374.1,0.87
"BOYACA",15531,"PAUNA","CAFE",2011,"2011",450,369,184.5,0.5
"BOYACA",15325,"GUAYATA","CAFE",2011,"2011",438,380,190,0.5
"BOYACA",15106,"BRICEÑO","CAFE",2011,"2011",410,390,58.5,0.15
"BOYACA",15212,"COPER","CAFE",2011,"2011",359,320,192,0.6
"BOYACA",15377,"LABRANZAGRANDE","CAFE",2011,"2011",347,50,30,0.6
"BOYACA",15109,"BUENAVISTA","CAFE",2011,"2011",290,212,84.8,0.4
"BOYACA",15442,"MARIPI","CAFE",2011,"2011",217,197,98.5,0.5
"BOYACA",15533,"PAYA","CAFE",2011,"2011",213,140,90,0.642857142857143
"BOYACA",15550,"PISBA","CAFE",2011,"2011",213,140,110,0.785714285714286
"BOYACA",15514,"PAEZ","CAFE",2011,"2011",187.629804614479,111.120527911152,77.7843695378067,0.7
"BOYACA",15660,"SAN EDUARDO","CAFE",2011,"2011",167.904620026803,10.9089127382422,7.96350629891679,0.73
"BOYACA",15842,"UMBITA","CAFE",2011,"2011",150,30,24,0.8
"BOYACA",15681,"SAN PABLO DE BORBUR","CAFE",2011,"2011",135,92,55.2,0.6
"BOYACA",15135,"CAMPOHERMOSO","CAFE",2011,"2011",110,88,52.8,0.6
"BOYACA",15425,"MACANAL","CAFE",2011,"2011",108,88,40,0.454545454545455
"BOYACA",15507,"OTANCHE","CAFE",2011,"2011",103,40,32,0.8
"BOYACA",15673,"SAN MATEO","CAFE",2011,"2011",90,90,70.5,0.783333333333333
"BOYACA",15686,"SANTANA","CAFE",2011,"2011",75,35,36,1.02857142857143
"BOYACA",15511,"PACHAVITA","CAFE",2011,"2011",66,50,19.8,0.396
"BOYACA",15621,"RONDON","CAFE",2011,"2011",60.61885995237,20.7167177391175,16.573374191294,0.8
"BOYACA",15172,"CHINAVITA","CAFE",2011,"2011",58.6944516999138,20.7167177391175,16.573374191294,0.8
"BOYACA",15798,"TENZA","CAFE",2011,"2011",57,52,41.6,0.8
"BOYACA",15299,"GARAGOA","CAFE",2011,"2011",44,30,18,0.6
"BOYACA",15755,"SOCOTA","CAFE",2011,"2011",39.9314712384659,23.4789467709999,18.7831574167999,0.8
"BOYACA",15761,"SOMONDOCO","CAFE",2011,"2011",35.6015526704395,25.2053399159263,10.0821359663705,0.4
"BOYACA",15580,"QUIPAMA","CAFE",2011,"2011",35,23,18.4,0.8
"BOYACA",15832,"TUNUNGUA","CAFE",2011,"2011",30,15,7.5,0.5
"BOYACA",15778,"SUTATENZA","CAFE",2011,"2011",18,12,8.4,0.7
"BOYACA",15696,"SANTA SOFIA","CAFE",2011,"2011",14.4330618934214,6.21501532173526,4.97201225738821,0.8
"BOYACA",15480,"MUZO","CAFE",2011,"2011",14,10,7,0.7
"BOYACA",15464,"MONGUA","CAFE",2011,"2011",13,0,0,NA
"BOYACA",15022,"ALMEIDA","CAFE",2011,"2011",11,6,2.4,0.4
"BOYACA",15317,"GUACAMAYAS","CAFE",2011,"2011",11,4,4,1
"BOYACA",15774,"SUSACON","CAFE",2011,"2011",8,6,6,1
"BOYACA",15690,"SANTA MARIA","CAFE",2011,"2011",7.69763300982476,5.68229972272939,3.97760980591057,0.7
"BOYACA",15401,"LA VICTORIA","CAFE",2011,"2011",2,2,3,1.5
"BOYACA",15236,"CHIVOR","CAFE",2011,"2011",0.962204126228095,0.690557257970585,0.276222903188234,0.4
"CALDAS",17001,"MANIZALES","CAFE",2011,"2011",7592,6482,12121.34,1.87
"CALDAS",17042,"ANSERMA","CAFE",2011,"2011",6781,5253.67,5910.37875,1.125
"CALDAS",17541,"PENSILVANIA","CAFE",2011,"2011",5753,4933,3699.75,0.75
"CALDAS",17174,"CHINCHINA","CAFE",2011,"2011",4905.8,4022.27,5631.178,1.4
"CALDAS",17013,"AGUADAS","CAFE",2011,"2011",4584,3939,3939,1
"CALDAS",17662,"SAMANA","CAFE",2011,"2011",4466.1,4104,4104,1
"CALDAS",17444,"MARQUETALIA","CAFE",2011,"2011",4283.21,3914.85,3131.88,0.8
"CALDAS",17524,"PALESTINA","CAFE",2011,"2011",4234.87743357842,2115.79081682587,4231.58163365174,2
"CALDAS",17513,"PACORA","CAFE",2011,"2011",4059,3419,3760.9,1.1
"CALDAS",17433,"MANZANARES","CAFE",2011,"2011",3918.26,3218,4022.5,1.25
"CALDAS",17486,"NEIRA","CAFE",2011,"2011",3796,2515,3269.5,1.3
"CALDAS",17614,"RIOSUCIO","CAFE",2011,"2011",3504,3244,3892.8,1.2
"CALDAS",17088,"BELALCAZAR","CAFE",2011,"2011",3328.59,2453.44,2453.44,1
"CALDAS",17616,"RISARALDA","CAFE",2011,"2011",3214,2314,3181.75,1.375
"CALDAS",17653,"SALAMINA","CAFE",2011,"2011",2883,2363.19,2528.6133,1.07
"CALDAS",17272,"FILADELFIA","CAFE",2011,"2011",2524,2343,2025.4,0.864447289799403
"CALDAS",17050,"ARANZAZU","CAFE",2011,"2011",2269,1890.57,1512.456,0.8
"CALDAS",17665,"SAN JOSE","CAFE",2011,"2011",2058.68,1908.1,2156.153,1.13
"CALDAS",17777,"SUPIA","CAFE",2011,"2011",1896.85,1740.5,2393.1875,1.375
"CALDAS",17873,"VILLAMARIA","CAFE",2011,"2011",1734.9,1584.96,2218.944,1.4
"CALDAS",17388,"LA MERCED","CAFE",2011,"2011",1133.1,941.69,847.521,0.9
"CALDAS",17442,"MARMATO","CAFE",2011,"2011",698.91,649.1,726.992,1.12
"CALDAS",17877,"VITERBO","CAFE",2011,"2011",643.05,534.26,667.825,1.25
"CALDAS",17867,"VICTORIA","CAFE",2011,"2011",255.54,246.22,196.976,0.8
"CALDAS",17446,"MARULANDA","CAFE",2011,"2011",234,202,181.8,0.9
"CAQUETA",18592,"PUERTO RICO","CAFE",2011,"2011",1224,1021,816.8,0.8
"CAQUETA",18753,"SAN VICENTE DEL CAGUAN","CAFE",2011,"2011",742,730,730,1
"CAQUETA",18001,"FLORENCIA","CAFE",2011,"2011",687,480,384,0.8
"CAQUETA",18256,"EL PAUJIL","CAFE",2011,"2011",356,176,193.6,1.1
"CAQUETA",18410,"MONTAÑITA","CAFE",2011,"2011",230,170,170,1
"CAQUETA",18247,"EL DONCELLO","CAFE",2011,"2011",182,182,182,1
"CAQUETA",18094,"BELEN DE LOS ANDAQUIES","CAFE",2011,"2011",50,23,23,1
"CAQUETA",18610,"SAN JOSE DEL FRAGUA","CAFE",2011,"2011",20,20,22,1.1
"CAQUETA",18756,"SOLANO","CAFE",2011,"2011",12,5,4,0.8
"CAQUETA",18479,"MORELIA","CAFE",2011,"2011",3,3,3,1
"CASANARE",85400,"TAMARA","CAFE",2011,"2011",2200,1709,1709,1
"CASANARE",85225,"NUNCHIA","CAFE",2011,"2011",400,150,120,0.8
"CASANARE",85315,"SACAMA","CAFE",2011,"2011",94,52,52,1
"CASANARE",85136,"LA SALINA","CAFE",2011,"2011",85,77.5,69.75,0.9
"CASANARE",85162,"MONTERREY","CAFE",2011,"2011",75,35,19.95,0.57
"CASANARE",85279,"RECETOR","CAFE",2011,"2011",34,24,24,1
"CASANARE",85001,"YOPAL","CAFE",2011,"2011",22,4,4,1
"CASANARE",85010,"AGUAZUL","CAFE",2011,"2011",17,17,13.6,0.8
"CASANARE",85125,"HATO COROZAL","CAFE",2011,"2011",15,6,5.4,0.9
"CASANARE",85015,"CHAMEZA","CAFE",2011,"2011",13,4,2.8,0.7
"CASANARE",85300,"SABANALARGA","CAFE",2011,"2011",5,3,3,1
"CAUCA",19256,"EL TAMBO","CAFE",2011,"2011",6850.62211048769,4504.29184311865,4353.87758175102,0.966606457439603
"CAUCA",19548,"PIENDAMO","CAFE",2011,"2011",6161.95484262575,5516.14917190506,5599.49396295477,1.01510923444098
"CAUCA",19130,"CAJIBIO","CAFE",2011,"2011",5422.06,4904.75302553011,3797.07939189685,0.774163219255359
"CAUCA",19473,"MORALES","CAFE",2011,"2011",5358.76534492765,3974.96071747611,4197.60691900293,1.05601217656012
"CAUCA",19137,"CALDONO","CAFE",2011,"2011",3924,3553.47673054361,1776.7383652718,0.5
"CAUCA",19807,"TIMBIO","CAFE",2011,"2011",3727.12757186295,2499.32513850184,2282.15723113754,0.913109381401065
"CAUCA",19001,"POPAYAN","CAFE",2011,"2011",3360.81282477189,2357.83041321008,2055.23875076499,0.871665213600697
"CAUCA",19355,"INZA","CAFE",2011,"2011",3293.12142149332,2439.53174834461,2033.86509329109,0.833711262282691
"CAUCA",19780,"SUAREZ","CAFE",2011,"2011",3278,2139.21496476059,1353.26794019137,0.632600258732212
"CAUCA",19698,"SANTANDER DE QUILICHAO","CAFE",2011,"2011",2974,1821.09309851564,1407.79537402982,0.773049645390071
"CAUCA",19100,"BOLIVAR","CAFE",2011,"2011",2350.77137999564,1593.97044076966,885.02696537818,0.555234239444766
"CAUCA",19517,"PAEZ","CAFE",2011,"2011",2340.90856867166,2049.81526296534,1123.61610724203,0.548154815481548
"CAUCA",19397,"LA VEGA","CAFE",2011,"2011",2041.49238203439,1528.70747568306,1141.4595023496,0.746682750301568
"CAUCA",19821,"TORIBIO","CAFE",2011,"2011",1884.34299122322,1271.69045932862,782.578744202226,0.615384615384615
"CAUCA",19142,"CALOTO","CAFE",2011,"2011",1850,1057.61862410346,601.71670411471,0.568935427574171
"CAUCA",19212,"CORINTO","CAFE",2011,"2011",1664.54224014904,1159.01967349652,674.556832265887,0.582006369426752
"CAUCA",19075,"BALBOA","CAFE",2011,"2011",1603.14513690996,1416.27520524102,1188.00011207289,0.838820101966497
"CAUCA",19392,"LA SIERRA","CAFE",2011,"2011",1446.50619103498,1196.09039630959,749.169100307932,0.626348228043143
"CAUCA",19622,"ROSAS","CAFE",2011,"2011",1425.90093264937,1134.27839335504,767.549879500204,0.676685621445979
"CAUCA",19110,"BUENOS AIRES","CAFE",2011,"2011",1414.18870959795,852.647337319485,597.314026576245,0.70054054054054
"CAUCA",19050,"ARGELIA","CAFE",2011,"2011",1396.90525900909,1171.88915522753,590.093673757372,0.503540519276161
"CAUCA",19785,"SUCRE","CAFE",2011,"2011",1358.5,771.180994581516,356.994072850534,0.462918660287081
"CAUCA",19532,"PATIA","CAFE",2011,"2011",1305,1216,729.6,0.6
"CAUCA",19450,"MERCADERES","CAFE",2011,"2011",1204.38194257688,799.605939671284,664.962616926636,0.831612903225806
"CAUCA",19364,"JAMBALO","CAFE",2011,"2011",1071.016634087,852.25064820656,383.282453679923,0.44972972972973
"CAUCA",19022,"ALMAGUER","CAFE",2011,"2011",917.499611073432,745.926416126355,332.854680125605,0.446229913473424
"CAUCA",19760,"SOTARA","CAFE",2011,"2011",745,695,521.25,0.75
"CAUCA",19455,"MIRANDA","CAFE",2011,"2011",504.565996991467,349.393441128237,204.657899552688,0.585751978891821
"CAUCA",19824,"TOTORO","CAFE",2011,"2011",398.981956504125,337.410220926295,216.643174638468,0.64207650273224
"CAUCA",19585,"PURACE","CAFE",2011,"2011",169.827993315749,122.618750449952,95.8823311789098,0.781954887218045
"CAUCA",19290,"FLORENCIA","CAFE",2011,"2011",166,66,39.6,0.6
"CAUCA",19701,"SANTA ROSA","CAFE",2011,"2011",128,127,127,1
"CAUCA",19693,"SAN SEBASTIAN","CAFE",2011,"2011",115,5.2,4.738,0.911153846153846
"CAUCA",19743,"SILVIA","CAFE",2011,"2011",20.2,10.2,6.12,0.6
"CAUCA",19513,"PADILLA","CAFE",2011,"2011",6,6,3.6,0.6
"CESAR",20013,"AGUSTIN CODAZZI","CAFE",2011,"2011",6092.83473139583,5543,1108.6,0.2
"CESAR",20570,"PUEBLO BELLO","CAFE",2011,"2011",5486.06579618595,5018,3010.8,0.6
"CESAR",20621,"LA PAZ","CAFE",2011,"2011",4246.28926910845,3372,2023.2,0.6
"CESAR",20001,"VALLEDUPAR","CAFE",2011,"2011",3950.01110434831,3333,1999.8,0.6
"CESAR",20400,"LA JAGUA DE IBIRICO","CAFE",2011,"2011",1304.27989136107,985,591,0.6
"CESAR",20011,"AGUACHICA","CAFE",2011,"2011",983.949624664678,900,450,0.5
"CESAR",20238,"EL COPEY","CAFE",2011,"2011",983.949624664678,600,360,0.6
"CESAR",20443,"MANAURE","CAFE",2011,"2011",634.100869228348,550,440,0.8
"CESAR",20045,"BECERRIL","CAFE",2011,"2011",491.974812332339,450,225,0.5
"CESAR",20178,"CHIRIGUANA","CAFE",2011,"2011",395.766404587348,362,181,0.5
"CESAR",20517,"PAILITAS","CAFE",2011,"2011",353.762688387774,233,151.45,0.65
"CESAR",20310,"GONZALEZ","CAFE",2011,"2011",295.184887399403,270,81,0.3
"CESAR",20175,"CHIMICHAGUA","CAFE",2011,"2011",294.091610038665,269,134.5,0.5
"CESAR",20228,"CURUMANI","CAFE",2011,"2011",290.811777956449,200,120,0.6
"CESAR",20383,"LA GLORIA","CAFE",2011,"2011",185.85715132555,90,72,0.8
"CESAR",20710,"SAN ALBERTO","CAFE",2011,"2011",98.3949624664678,90,45,0.5
"CESAR",20614,"RIO DE ORO","CAFE",2011,"2011",54.6638680369265,42,21,0.5
"CESAR",20550,"PELAYA","CAFE",2011,"2011",30.6117661006789,28,14,0.5
